one	1 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	一	イチ、イツ	ひと<span style="font-weight:600; color:#5c73b8;">つ </span>-	one thing (★★★★)<br />		ICHI/ITSU - Eazy-e's debut album "EAZY duz it" was so good, IT'S going to go to number <span style="color:#aa0000;">one</span> on the charts.	もう一度 - もういちど - once more; again (★★★★★)<br />一 (one) + 度 (times) = もう一度 (once more)	一日 - ついたち - first day of the month (★★★★)<br />一 (one) + 日 (sun, day) = 一日 (first day of the month)	y
below	12 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	下	ゲ、カ	( <span style="color:#5c73b8;">を</span> ) さ<span style="font-weight:600; color:#5c73b8;">げる</span> -	to lower (vt) (★★★) 	( <span style="color:#5c73b8;">が</span> ) くだ<span style="font-weight:600; color:#5c73b8;">る</span> -	to go down; to come down (vi) (★★)	GE/KA - The GAY fella was <span style="color:#aa0000;">below</span> your CAR, cutting your brakes.	下 - した - below (★★★★★)<br /><br />地下鉄 - ちかてつ - subway (★★★★)<br />地 (area) + 下 (below) + 鉄 (iron) = 地下鉄 (subway)	y
un-	13	★★★★★	不	フ		下 (below) + 一 (one / line radical) <br /><br />FU - Doing meth is FUcking <span style="color:#aa0000;">un</span>lucky, and really FUcking <span style="color:#aa0000;">un</span>wise.<br />		不思議 - ふしぎ - mystery; strange (★★★★★)<br />不 (un-) + 思 (think) + 議 (discussion) = 不思議 (mystery)	不安 <span style="color:#5c73b8;">な</span> - ふあん - anxiety; uneasiness (★★★★)<br />不 (un-) + 安 (cheap / safe) = 不安 (anxiety; uneasiness)	<a href="http://kanjidamage.com/tags/35"><span style="text-decoration: underline; color:#0000ff;">PREF</span></a>	y
no	14	★★☆☆☆	否	ヒ	いな -	no; nay (★★)<br />		不 (un-) (Same-ON) + 口 (mouth / small box radical) <br /><br />The mouth is un-happy so it says <span style="color:#aa0000;">no</span>.	HI - HE said <span style="color:#aa0000;">no</span>, when I asked if he'd get a tattoo of me and him holding hands naked.	否定形 - ひていけい - negative form (in sentence) (★★)<br />否定 (denial) + 形 (form) = 否定形 (negative form)	y
ten	15 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	十	ジュウ	とお、と -	ten things (★★★★★)<br />		JUU - JEWS gave us the<span style="color:#aa0000;"> ten</span> commandments, the foundation of Western morality.	十月 - じゅうがつ - October (★★★★★)<br />十 (ten) + 月 (moon) = 十月 (October)	十日 - とおか - the tenth day of the month (★★★★)<br />十 (ten) + 日 (sun, day) = 十日 (the tenth day of the month)	y
old	16	★★★★★	古	コ	ふる<span style="font-weight:600; color:#5c73b8;">い </span><span style="color:#000000;">-</span>	<span style="color:#000000;">old (</span>★★★★★<span style="color:#000000;">)</span><br />		十 (ten) + 口 (mouth / small box radical)	KO - The KOdomo (子) will grow <span style="color:#aa0000;">old</span> someday with ten dentures in her mouth.	中古 - ちゅうこ - used; second-hand (★★★<span style="color:#000000;">)</span><br />中 (middle) + 古 (old) = 中古 (used)	y
dream come true	17	★★☆☆☆	叶		<span style="color:#000000;">(</span><span style="color:#5c73b8;"> が</span><span style="color:#000000;"> )</span> かな<span style="font-weight:600; color:#5c73b8;">う</span><span style="font-weight:600; color:#000000;"> </span><span style="color:#000000;">-</span>	<span style="color:#000000;">to come true (wish) (</span>★★<span style="color:#000000;">)</span>	<span style="color:#000000;">(</span><span style="color:#5c73b8;"> を</span><span style="color:#000000;"> ) </span>かな<span style="font-weight:600; color:#5c73b8;">える</span> -	to grant (request, wish)	口 (mouth / small box radical) + 十 (ten)	Please <span style="color:#aa0000;">grant my wish</span> to have ten mouths.	y
measure	18	★★★★☆	計	ケイ	は<span style="font-weight:600; color:#5c73b8;">かる </span><span style="color:#000000;">-</span>	<span style="color:#000000;">to measure (temperature, height, depth) (</span>★<span style="color:#000000;">)</span><br />		言 (say) + 十 (ten) <br /><br /><span style="color:#aa0000;">Measure</span> SATAN! (say + ten) He's just huge, dude!<br /><br />KEI - It's OKAYYY to <span style="color:#aa0000;">measure</span> your pubic hair.	DESCRIPTION: Means "in total" or "total of something" (total hours, total pounds) when used as a suffix.	時計 - とけい - watch; clock (★★★★★)<br />時 (time) + 計 (measure) = 時計 (watch)<br /><br /><a href="http://kanjidamage.com/tags/37"><span style="text-decoration: underline; color:#0000ff;">SUF</span></a>	y
heel	19 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(right radical)	匕			DESCRIPTION: Because it looks like a heel, and also because it's the katakana 「ヒ」.					
seven	20	★★★★★	七	シチ	なな -	seven (★★★★★)	なな<span style="font-weight:600; color:#5c73b8;">つ</span> -	seven things (★★★★)	匕 (heel) + 一 (one / line radical) <br /><br /><span style="color:#aa0000;">Seven</span> heels get pierced with ONE dirty needle. <br /><br />SHICHI - SHE CHEATS <span style="color:#aa0000;">seven</span> times.	七月 - しちがつ - July (★★★★★)<br />七 (seven) + 月 (moon) = 七月 (July)<br /><br />七日 - なのか - the seventh day of the month (★★★★)<br />七 (seven) + 日 (sun, day) = 七日 (the seventh day of the month)	y
compare	21	★★★★☆	比	ヒ	くら<span style="font-weight:600; color:#5c73b8;">べる </span><span style="color:#000000;">-</span>	to compare (★★★★)<br />		匕 (heel) (Same-ON)<br /><br />HI - HE's <span style="color:#aa0000;">comparing</span> the two heels, to see which is better.	比較的 - ひかくてき - comparative (★★★)<br />比較 (comparison) + 的 (motivation / '-al') = 比較的 (comparative)	比率 - ひりつ - ratio (★)<br />比 (compare) + 率 (ratio) = 比率 (ratio)	y
scold	22	★★☆☆☆	叱		しか<span style="font-weight:600; color:#5c73b8;">る </span><span style="color:#000000;">-</span>	<span style="color:#000000;">to scold (</span>★★★<span style="color:#000000;">)</span><br />		口 (mouth / small box radical) + 匕 (heel) <br /><br />Mom's mouth <span style="color:#aa0000;">scold</span>ed her for wearing high heels, and she's only 12.			y
sun, day	23 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	日	ニチ、ジツ	ひ -	day (★★★★★)<br />		口 (mouth / small box radical) <br /><br />NICHI/JUTSU - Friedrich NIETZSCHE spends every <span style="color:#aa0000;">day</span> doing ju JITSU. <br /><br />DESCRIPTION: This kanji has not one but two ON-yomis, and as if that wasn't enough, most of the jukugo don't use either of them! As a radical, it usually means "bright." 	昨日 - きのう - yesterday (★★★★★)<br />昨 (yesterday) + 日 (sun, day) = 昨日 (yesterday)<br /><br />今日 - きょう - today (★★★★★)<br />今 (now) + 日 (sun, day) = 今日 (today)	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>	y
gist / delicious	24	★☆☆☆☆	旨	シ	う<span style="color:#000000;">ま</span><span style="font-weight:600; color:#5c73b8;">い </span><span style="color:#000000;">-</span>	<span style="color:#000000;">delicious; splendid (</span>★★★★)	むね -	principle; gist; meaning	匕 (heel) + 日 (sun, day) <br /><br />SHI - SHE can't really put her heels over the sun, but the <span style="color:#aa0000;">gist</span> is she's tall!		y
insect	25	★☆☆☆☆	昆	コン		日 (sun, day) + 比 (compare) <br /><br />The sun shines down on the many heels of multi-legged <span style="color:#aa0000;">insect</span>s scurrying around <br />		KON - The <span style="color:#aa0000;">insect</span>s are eating a pine CONE	DESCRIPTION: 「昆」 is a more formal and scientific term than the normal 「虫」.	昆虫 - こんちゅう - insect (★)<br />昆 (insect) + 虫 (insizzect) = 昆虫 (insect)	y
chant	26	★★☆☆☆	唱	ショウ	とな<span style="font-weight:600; color:#5c73b8;">える </span><span style="color:#000000;">-</span>	<span style="color:#000000;">to recite; to chant (★★)</span><br />		口 (mouth / small box radical) + 日 (sun, day)	The monk's mouth is <span style="color:#aa0000;">chant</span><span style="color:#000000;">ing</span> a hymn to SHOW the infidels his belief that there are two suns; one which illuminates the believers and one which burns the unclean!	SHOU - "SHOW me a <span style="color:#aa0000;">chant</span><span style="color:#000000;">ing</span> monk on a street corner, I'll SHOW you a guy with his hand out for change."<br />	y
crystal	27	★★☆☆☆	晶	ショウ		日 (sun, day) <br /><br />SHOU - SHOW me a <span style="color:#aa0000;">crystal</span> as bright as 3 suns put together!<br />		液晶 - えきしょう - liquid crystal (★)<br />液 (liquid) + 晶 (crystal) = 液晶 (liquid crystal)			y
former	28	★☆☆☆☆	旧	キュウ		一 (one / line radical) + 日 (sun, day)<br />		KYUU - One day I will re-unite with my CUTE <span style="color:#aa0000;">former</span> girlfriend.	DESCRIPTION: Prefix meaning -ex or former.	旧姓 - きゅうせい - one's former (maiden) name (★)<br />旧 (former) + 姓 (family name) = 旧制 (former name)<br /><br /><a href="http://kanjidamage.com/tags/35"><span style="text-decoration: underline; color:#0000ff;"><a href="http://kanjidamage.com/tags/35">PREF</A></span></a>	y
early	29	★★★★☆	早	ソウ	はや<span style="font-weight:600; color:#5c73b8;">い -</span>	early (in the day, etc.) (★★★★★)	( <span style="color:#5c73b8;">を</span> ) はや<span style="font-weight:600; color:#5c73b8;">める</span> -	to hasten; to quicken (★)	日 (sun, day) + 十 (ten) <br /><br />SOU - You have to get up SO <span style="color:#aa0000;">early</span> tomorrow, ten minutes before sunrise.	素早い - すばやい - agile; nimble; quick (to understand); sharp (judgement) (★★★)<br />素 (element) + 早 (early) = 素早い (agile; sharp)	y
danna (husband)	30	★★☆☆☆	旦	タン		日 (sun, day) + 一 (one / line radical) <br /><br />TAN - Let's think of the line as a prone body. My <span style="color:#000000;">husband</span> is useless! He just lies down all day under the sun, working on his TAN.<br />		旦那 - だんな - husband (informal); master (of house, shop, etc.); word used to address a male patron or customer (sir, boss, master, governor) (★★)			y
white	31	★★★★★	白	ハク	しろ<span style="font-weight:600; color:#5c73b8;">い </span><span style="color:#000000;">-</span>	<span style="color:#000000;">white (</span>★★★★★<span style="color:#000000;">)</span><br />		日 (sun, day) +&nbsp;&nbsp;丶 (dot) <br /><br />HAKU - "HACK up the <span style="color:#aa0000;">white</span> people into pieces!!! Dirty swine-eating slave-drivers!"	面白<span style="color:#000000;">い</span> - おもしろ<span style="color:#000000;">い</span> - interesting; amusing (★★★★★)<br />面 (front surface / face) + 白&nbsp;&nbsp;(white) = 面白 (interesting)<br><br>白人 - はくじん - white person (★★★★)<br>白 (white) + 人 (person) = 白人 (white person)	<a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a>, USED IN: 皆 習 泉 泊 綿 拍 迫 皇 激 原 良 百 的 楽	y
everyone	32	★★★★★	皆	カイ	みんな、みな ( <span style="color:#5c73b8;">さん</span> ) -	everyone (★★★★★)<br />		比 (compare) + 白 (white)	KAI - I compared <span style="color:#aa0000;">everyone</span>'s KITES, and I think hers is the most white.	皆様 - みなさま - everyone (honorific) (★★★★<b>)</b><br />皆 (everyone) + 様 (important person) = 皆様 (everyone)	y
water	33 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	水	スイ	みず -	water (★★★★★)<br />		The vertical stroke is like a<span style="color:#aa0000;"> water</span><span style="color:#000000;">f</span>all, with four drops of <span style="color:#aa0000;">water</span> splashing out from it. <br /><br />SUI - After 4 days in the desert, the <span style="color:#aa0000;">water</span> tasted SWEET.	水曜日 - すいようび - Wednesday (★★★★★)<br />水 (water) + 曜日 (day of the week) = 水曜日 (Wednesday)<br /><br />水着 - みずぎ - swimsuit (★★★) <br />水 (water) + 着 (wear / arrive) = 水着 (swimsuit)	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>, <a href="http://kanjidamage.com/tags/34"><span style="text-decoration: underline; color:#0000ff;">MUTANT</span></a> 「氵」	y
spring	34	★★☆☆☆	泉	セン	いずみ -	spring; fountain (★)		<br />白 (white) + 水 (water) <br /><br />The pure, white water poured out of the <span style="color:#aa0000;">hot spring</span>.	SEN - SEND me to the<span style="color:#aa0000;"> spring</span>, I need to get my soak on!	温泉 - おんせん - hot spring; spa (★★★)<br />温 (hot or warm thing) + 泉 (spring) = 温泉 (hot spring)	y
ice	35	★★★☆☆	氷	ヒョウ	こおり -	ice (★★★★★)<br />		水 (water) + 丶 (dot) <br /><br />Like water, but with an extra little dot in the upper left side. We will call this little dot a SNOWFLAKE, floating gently down to the surface of an <span style="color:#aa0000;">icy</span> lake in winter.	HYOU - HE ONLY eats <span style="color:#aa0000;">ice</span> cream.	氷山 - ひょうざん - iceberg (★)<br />氷 (ice) + 山 (mountain) = 氷山 (iceberg)	y
forever	36	★★★☆☆	永	エイ		氷 (ice) +&nbsp;&nbsp;丶 (dot) <br />		EI - <a href="http://en.wikipedia.org/wiki/Fonzie"><span style="text-decoration: underline; color:#0000ff;">Fonzie</span></a> has been icy cool since <span style="color:#aa0000;">forever</span>.	永遠 <span style="color:#5c73b8;">に</span> - えいえん - eternity (★★★)<br />永 (forever) + 遠 (far) = 永遠 (eternity)	永久に - えいきゅうに - everlastingly; unlimited (★★)<br />永 (forever) + 久 (been a long time) = 永久 (everlastingly; unlimited)	y
swim	37	★★★☆☆	泳	エイ	およ<span style="font-weight:600; color:#5c73b8;">ぐ </span><span style="color:#000000;">-</span>	<span style="color:#000000;">to swim (</span>★★★★)<br />		永 (forever) + 氵 (waterleft) (Same-ON)	EI - Fonzie can <span style="color:#aa0000;">swim</span> in water for a long time!	DESCRIPTION: It's easy to tell apart from 「永」 or 「氷」 - since there's 2 water radicals. Because to swim you need that much water!!<br><br>水泳 - すいえい - swimming<br>水 (water) + 泳 (swim) = 水泳 (swimming)	y
stay for the night	38	★★★☆☆	泊	ハク	( <span style="color:#5c73b8;">に </span>) と<span style="font-weight:600; color:#5c73b8;">まる</span><span style="color:#000000;"> -</span>	<span style="color:#000000;">to stay at (e.g. hotel) (</span>★★★★<span style="color:#000000;">)</span>	( <span style="color:#5c73b8;">を</span> ) と<span style="font-weight:600; color:#5c73b8;">める</span> -	to give shelter to; to lodge	氵 (waterleft) + 白 (white) (Same-ON) <br /><br />HAKU - Make the white devils <span style="color:#aa0000;">spend the night</span> in a wet puddle. <br /><br />DESCRIPTION: Counter for nights of a stay.	一泊 - いっぱく - stopping one night (★)<br />一 (one) + 泊 (overnight) = 一泊 (stopping one night)<br /><br /><a href="http://kanjidamage.com/tags/38"><span style="text-decoration: underline; color:#0000ff;">CTR</span></a>	y
juice / soup	39	★★★☆☆	汁	ジュウ	しる -	juice; soup (★★★)		<br />氵 (waterleft) + 十 (ten) (Same-ON) <br /><br />There's like ten different liquids in this <span style="color:#aa0000;">juice</span> -- lemon, pineapple, apple, and so on.	JUU - JEWS are frequently down with a <span style="color:#aa0000;">juice</span> called Manichewitz!	果汁 - かじゅう - fruit juice (★)<br />果 (fruit / result) + 汁 (juice, soup) = 果汁 (fruit juice)	y
mix	40	★★★★☆	混	コン	(<span style="color:#5c73b8;"> を</span> ) ま<span style="font-weight:600; color:#5c73b8;">ぜる</span> -	to mix; to stir; to blend (★★★)	( <span style="color:#5c73b8;">が</span> ) こ<span style="font-weight:600; color:#5c73b8;">む</span> -	to be crowded; to be packed (★★★)	氵 (waterleft) + 昆 (insect) (Same-ON) <br /><br />KON - <span style="color:#aa0000;">Mix</span> the insects in a bowl with water and some pine CONEs, for some free and fun soup!	混乱 - こんらん - confusion; disorder; chaos (★★★)<br />混 (mix) + 乱 (disorder) = 混乱 (confusion)	y
moon / organ	41 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	月	ゲツ	つき -	moon (★★★★★)<br />		GETSU - The United States had to GET TO the <span style="color:#aa0000;">moon</span> before the Russians, because whoever got freaky with Moon Bitches first would get so much rep, the other country's game would never recover.<br /><br />DESCRIPTION: Means moon by itself, but when used as a radical it means "organ of the body."	先月 - せんげつ - last month (★★★★★)<br />先 (earlier / the tip) + 月 (moon) = 先月 (last month)	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>	y
big lake	42	★☆☆☆☆	湖	コ	みずうみ -	lake (★★)<br />		氵 (waterleft) + 古 (old) + 月 (moon / organ) <br /><br />The old man gets wet in the <span style="color:#aa0000;">lake</span> once a month.	KO - KOdomos (子) play by the <span style="color:#aa0000;">lake</span>.		y
bright	43	★★★★★	明	メイ	あか<span style="font-weight:600; color:#5c73b8;">るい </span><span style="color:#000000;">-</span>	<span style="color:#000000;">bright; cheerful (</span>★★★★★<span style="color:#000000;">)</span>	あき<span style="font-weight:600; color:#5c73b8;">らか </span>( <span style="color:#5c73b8;">な</span> / <span style="color:#5c73b8;">に</span> ) -	obvious; evident; clear (★★<span style="color:#000000;">)</span>	月 (moon / organ) + 日 (sun, day) <br /><br />MEI - When the sun or the moon is full, it MAY get <span style="color:#aa0000;">bright</span>!	説明 <span style="color:#5c73b8;">する</span> - せつめい - explanation (★★★★)<br />説 (explain) + 明 (bright) = 説明 (explanation)	y
animal fat	44	★☆☆☆☆	脂	シ	あぶら -	fat; lard (★)<br />		旨 (gist / delicious) (Same-ON) + 月 (moon / organ) <br /><br /><span style="color:#aa0000;">Animal</span> <span style="color:#aa0000;">fat</span> is not an organ, but you get the gist!!	SHI - Your Moms got so much <span style="color:#aa0000;">animal</span> <span style="color:#aa0000;">fat</span>, SHE squirts lipids out of her blow-hole!	脂肪 - しぼう - fat; grease (★)<br />脂 (animal fat) + 肪 (fatty food) = 脂肪 (fat; grease)	y
gall bladder / daring	45	★☆☆☆☆	胆	タン		旦 (danna (husband)) + 月 (moon / organ) <br />		TAN - The <span style="color:#aa0000;">daring</span> husband went to the moon and came back with a good TAN.	<span style="color:#000000;">大胆 </span><span style="color:#5c73b8;">な</span> - だいたん - daring; bold (★★★)<br />大 (big) + 胆 (gall bladder / daring) = 大胆 (daring; bold)		y
morning	46	★★★★☆	朝	チョウ	あさ -	morning (★★★★★)<br />		十 (ten) + 早 (early) + 月 (moon / organ) <br /><br />CHOU - For Margaret CHO, getting up at ten AM is very early in the <span style="color:#aa0000;">morning</span>. She swears that she can still see the moon from the night before.	朝ご飯 - あさごはん - breakfast (★★★★)<br />朝 (morning) + 飯 (rice / meal) = 朝ご飯 (breakfast)	朝日 - あさひ - morning sun (★★)<br />朝 (morning) + 日 (sun, day) = 朝日 (morning sun)	y
fire	47 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	火	カ	ひ -	flame (★★★★★)<br />		人 (person) +&nbsp;&nbsp;丶 (dot) <br /><br />A person on <span style="color:#aa0000;">fire</span>, surrounded by 2 sparks. <br /><br />KA - My CAR caught on <span style="color:#aa0000;">fire</span> the other day.	火事 - かじ - fire; conflagration (★★★)<br />火 (fire) + 事 (action / incident) = 火事 (fire; conflagration)	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>, <a href="http://kanjidamage.com/tags/34"><span style="text-decoration: underline; color:#0000ff;">MUTANT</span></a> 「灬」 「<img src="2afafbc7eea0ef3f9f010ad24cd059bf.jpg" />」	y
flame	48	★★★☆☆	炎	エン	ほのお -	blaze; flame (★★)<br />		火 (fire) <br /><br />Such a big <span style="color:#aa0000;">flame</span>, they had to use two fire kanji to make it!	EN - ENjoy this <span style="color:#aa0000;">flame</span>-broiled food!	炎症 - えんしょう - inflammation; swelling (★)<br />炎 (flame) + 症 (symptom) = 炎症 (inflammation)	y
faint	49	★☆☆☆☆	淡	タン	あわ<span style="font-weight:600; color:#5c73b8;">い </span><span style="color:#000000;">-</span>	<span style="color:#000000;">light; faint; pale (</span>★<span style="color:#000000;">)</span><br />		火 (fire) + 氵 (waterleft)	The water pretty much doused the flame, leaving only a faint, <span style="color:#aa0000;">pale</span> flickering.<br /><br />TAN - His TAN faded to <span style="color:#aa0000;">pale</span> after so many weeks indoors.		y
consult	50	★★★☆☆	談	ダン		言 (say) + 火 (fire) <br />		DAN - You need to <span style="color:#aa0000;">consult</span> with Glen DANzig. Say to him, why did he start that flame? (hint: Satan)	冗談 - じょうだん - joke; jest (★★★)<br />冗 (joke) + 談 (consult) = 冗談 (joke)	相談 <span style="color:#5c73b8;">する</span> - そうだん - consultation; discussion (★★★)<br />相 (partner) + 談 (consult) = 相談 (consultation)	y
nail	51 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★☆☆	丁	チョウ		CHOU - The only time Margaret CHO ever could make me laugh was when she stepped on a rusty <span style="color:#aa0000;">nail</span> and had to get tetanus.<br />		<span style="color:#5c73b8;">ｘｘｘ</span> 丁目 - ちょうめ - city block; district of a town (★★★★)<br />丁 (nail) + 目 (eye) = 丁目 (city block)	丁度 - ちょうど - exactly; just; right (★★★)<br />丁 (nail) + 度 (times) = 丁度 (exactly; just; right)	<a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a>, <a href="http://kanjidamage.com/tags/34"><span style="text-decoration: underline; color:#0000ff;">MUTANT</span></a> 「<img src="a5c6a39828813595258b546202e885c9.jpg" />」, USED IN: 灯 可 訂 町 亭 打 頂 両 庁 予 再 貯 行	y
lamp, light	52	★☆☆☆☆	灯	トウ		丁 (nail) + <img src="2afafbc7eea0ef3f9f010ad24cd059bf.jpg" /> (fireleft) <br /><br />The <span style="color:#000000;">street</span><span style="color:#aa0000;"> light</span> stood straight like a big nail with a little electric fire on top of it.<br />		TOU - The old man walked home drunk and stubbed his TOE on a <span style="color:#000000;">street</span><span style="color:#aa0000;"> light</span>.	街灯 - がいとう - street light (★)<br />街 (shopping district) + 灯 (lamp) = 街灯 (street light)	懐中電灯 - かいちゅうでんとう - flashlight<br />懐中 (one's pocket) + 電灯 (electric light) = 懐中電灯 (flashlight)	y
possible	53	★★★★★	可	カ		<img src="a5c6a39828813595258b546202e885c9.jpg" /> (nailright) + 口 (mouth / small box radical) <br />		KA - It's <span style="color:#aa0000;">possible</span> to get a CAR for cheap, if you cram a nail into the mouth of the salesman!	可愛い - かわいい - cute (★★★★★)<br />可 (possible) + 愛 (love) = 可愛い (cute)	可能性 - かのうせい - possibility; potentiality; likelihood (★★★★)<br />可 (possible) + 能 (talent) + 性 (sex / essential nature) = 可能性 (possibility)<br /><br /><a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a>, USED IN: 河 何 奇 歌	y
