一緒	いっしょ	together, meeting, company	5
五つ	いつつ	five	5
今	いま	this, now	5
意味	いみ	meaning, significance	5
妹	いもうと	younger sister	5
嫌	いや	disagreeable, detestable, unpleasant, reluctant	5
入口	いりぐち	entrance, gate, approach, mouth	5
要る	いる	need	5
居る	いる	to be (animate), to exist	5
入れる	いれる	put in, take in, bring in, let in, admit, introduce, usher in, insert, employ, listen to, tolerate, comprehend, include, pay (interest), cast (votes)	5
色	いろ	color, sensuality, lust	5
上	うえ	top, best, superior quality, going up, presenting, showing, aboard a ship or vehicle, from the standpoint of, as a matter of (fact)	5
薄い	うすい	thin, weak, watery, diluted	5
歌	うた	song, poetry	5
歌う	うたう	sing	5
生まれる	うまれる	be born	5
海	うみ	sea, beach	5
売る	うる	sell	5
上着	うわぎ	coat, tunic, jacket, outer garment	5
絵	え	picture, drawing, painting, sketch	5
映画	えいが	movie, film	5
映画館	えいがかん	movie theatre (theater), cinema	5
英語	えいご	the English language	5
駅	えき	station	5
鉛筆	えんぴつ	pencil	5
大きい	おおきい	big, large, great	5
大勢	おおぜい	many, a great number (of people)	5
お母さん	おかあさん	(polite) mother	5
お菓子	おかし	confections, sweets, candy	5
お金	おかね	money	5
起きる	おきる	get up, rise	5
置く	おく	put, place	5
奥さん	おくさん	(polite) wife, your wife, his wife, married lady, madam	5
お酒	おさけ	(polite) wine, sake	5
お皿	おさら	(polite) dish, plate	5
叔父	おじ	uncle (younger than one's parent)	5
教える	おしえる	teach, inform, instruct	5
押す	おす	push, press, stamp (e.g. a passport)	5
遅い	おそい	late, slow	5
お茶	おちゃ	tea (green)	5
お手洗い	おてあらい	toilet, restroom, lavatory, bathroom (US)	5
お父さん	おとうさん	(polite) father	5
弟	おとうと	younger brother, faithful service to those older, brotherly affection	5
男	おとこ	man	5
男の子	おとこのこ	boy	5
大人	おとな	adult	5
同じ	おなじ	same, identical, equal, uniform, equivalent, similar, common (origin), changeless	5
お兄さん	おにいさん	(polite) older brother, (vocative) Mister?	5
お姉さん	おねえさん	(polite) older sister, (vocative) Miss?	5
お弁当	おべんとう	lunch box	5
覚える	おぼえる	remember, memorize	5
重い	おもい	heavy, massive, serious, important, severe, oppressed	5
泳ぐ	およぐ	swim	5
降りる	おりる	get off, descend (e.g. a mountain)	5
音楽	おんがく	music, musical movement	5
女	おんな	woman, girl, daughter	5
女の子	おんなのこ	girl	5
外国	がいこく	foreign country	5
外国人	がいこくじん	foreigner	5
会社	かいしゃ	company, corporation	5
階段	かいだん	stairs	5
買い物	かいもの	shopping	5
買う	かう	buy	5
返す	かえす	return (something)	5
帰る	かえる	go back, go home, come home, return	5
書く	かく	write	5
学生	がくせい	student	5
傘	かさ	umbrella	5
貸す	かす	lend	5
風	かぜ	wind, cold	5
家族	かぞく	family, members of a family	5
学校	がっこう	school	5
角	かど	corner, horn	5
花瓶	かびん	(flower) vase	5
紙	かみ	paper	5
火曜日	かようび	Tuesday	5
辛い	からい	painful, heart-breaking	5
体	からだ	appearance, air, condition, state, form	5
借りる	かりる	borrow, hire, rent, buy on credit	5
軽い	かるい	light, non-serious, minor	5
河	かわ	river, stream	5
漢字	かんじ	Chinese characters, kanji	5
木	き	tree, wood, timber	5
黄色い	きいろい	yellow	5
消える	きえる	go out, vanish, disappear	5
聞く	きく	hear, listen, ask	5
北	きた	north	5
汚い	きたない	dirty, unclean, filthy	5
喫茶店	きっさてん	coffee shop	5
切手	きって	stamp	5
切符	きっぷ	ticket	5
金曜日	きんようび	Friday	5
昨日	きのう	yesterday	5
九	きゅう	nine	5
牛肉	ぎゅうにく	beef	5
今日	きょう	today, this day	5
教室	きょうしつ	classroom	5
兄弟	きょうだい	siblings	5
去年	きょねん	last year	5
嫌い	きらい	dislike, hate	5
着る	きる	to wear, put on (from shoulders down)	5
切る	きる	cut, chop, hash, carve, saw, clip, shear, slice, strip, cut down, punch, sever (connections), pause, break off, disconnect, turn off, hang up, cross (a street), finish, be through, complete	5
銀行	ぎんこう	bank	5
薬	くすり	medicine	5
果物	くだもの	fruit	5
口	くち	mouth, orifice, opening	5
靴	くつ	shoes, footwear	5
靴下	くつした	socks	5
国	くに	country	5
曇る	くもる	become cloudy, become dim	5
暗い	くらい	dark, gloomy	5
来る	くる	come, come to hand, arrive, approach, call on, set in, be due, become, grow, get, come from, be caused by, derive from	5
車	くるま	car, vehicle, wheel	5
黒い	くろい	black, dark	5
今朝	けさ	this morning	5
消す	けす	erase, delete, turn off power	5
結構	けっこう	splendid, nice, wonderful, delicious, sweet, construction, architecture, well enough, tolerably	5
結婚	けっこん	marriage	5
月曜日	げつようび	Monday	5
玄関	げんかん	entranceway, entry hall	5
元気	げんき	health(y), robust, vigor, energy, vitality, vim, stamina, spirit, courage, pep	5
五	ご	five	5
公園	こうえん	(public) park	5
交番	こうばん	police box	5
声	こえ	voice	5
午後	ごご	afternoon, P.M.	5
九日	ここのか	nine days, the ninth day (of the month)	5
九つ	ここのつ	nine	5
午前	ごぜん	morning, A.M.	5
答える	こたえる	to answer, to reply	5
今年	ことし	this year	5
言葉	ことば	word(s), phrase, language, speech	5
子供	こども	child, children	5
御飯	ごはん	rice (cooked), meal	5
困る	こまる	be troubled, be worried, be bothered	5
今月	こんげつ	this month	5
今週	こんしゅう	this week	5
今晩	こんばん	tonight, this evening	5
魚	さかな	fish	5
先	さき	the future, forward, priority, precedence, former, previous, old, late	5
咲く	さく	to bloom	5
作文	さくぶん	composition, writing	5
雑誌	ざっし	journal, magazine	5
砂糖	さとう	sugar	5
寒い	さむい	cold (e.g. weather)	5
三	さん	three	5
散歩	さんぽ	walk, stroll	5
四	し	four	5
塩	しお	salt	5
時間	じかん	time	5
仕事	しごと	work, occupation, employment	5
辞書	じしょ	dictionary, lexicon	5
静か	しずか	quiet, peaceful	5
下	した	under, below, beneath	5
七	しち	seven	5
質問	しつもん	question, inquiry	5
自転車	じてんしゃ	bicycle	5
自動車	じどうしゃ	automobile	5
死ぬ	しぬ	to die	5
字引	じびき	dictionary	5
自分	じぶん	myself, oneself	5
閉まる	しまる	to close, become closed	5
閉める	しめる	to close, shut	5
締める	しめる	to tie, fasten	5
写真	しゃしん	photograph	5
十	じゅう	10, ten	5
授業	じゅぎょう	lesson, class work	5
宿題	しゅくだい	homework	5
上手	じょうず	skill, skillful, dexterity	5
丈夫	じょうぶ	good health, robustness, strong, solid, durable, hero, gentleman, warrior, manly person	5
食堂	しょくどう	cafeteria, dining room	5
知る	しる	know, understand, be acquainted with, feel	5
白い	しろい	white	5
新聞	しんぶん	newspaper	5
水曜日	すいようび	Wednesday	5
吸う	すう	to smoke, breathe in, sip, suck	5
好き	すき	liking, fondness, love	5
少し	すこし	small quantity, little, few, something, little while, short distance	5
涼しい	すずしい	cool, refreshing	5
住む	すむ	abide, reside, live in, inhabit, dwell	5
座る	すわる	sit	5
生徒	せいと	pupil	5
背広	せびろ	business suit	5
狭い	せまい	narrow, confined, small	5
千	せん	thousand, many	5
先月	せんげつ	last month	5
先週	せんしゅう	last week, the week before	5
先生	せんせい	teacher, master, doctor	5
洗濯	せんたく	washing, laundry	5
全部	ぜんぶ	all, entire, whole, altogether	5
掃除	そうじ	cleaning, sweeping	5
外	そと	other place, the rest	5
空	そら	sky	5
大学	だいがく	university	5
大使館	たいしかん	embassy	5
大丈夫	だいじょうぶ	safe, all right, O.K.	5
大好き	だいすき	very likeable, like very much	5
大切	たいせつ	important	5
台所	だいどころ	kitchen	5
高い	たかい	tall, high, expensive	5
出す	だす	take out, put out, send	5
立つ	たつ	to stand	5
建物	たてもの	building	5
楽しい	たのしい	pleasant, enjoyable, fun	5
頼む	たのむ	to request, ask	5
食べ物	たべもの	food	5
食べる	たべる	eat	5
卵	たまご	egg(s), spawn, roe, (an expert) in the making	5
誕生日	たんじょうび	birthday	5
小さい	ちいさい	small, little, tiny	5
近い	ちかい	near, close by, short	5
違う	ちがう	differ (from)	5
近く	ちかく	near, neighbourhood, vicinity	5
地下鉄	ちかてつ	underground train, subway	5
地図	ちず	map	5
茶色	ちゃいろ	light brown, tawny	5
一日	ついたち	first day of month	5
使う	つかう	use, handle, manipulate, employ, need, want, spend, consume, speak (English), practise (fencing), take (one's lunch), circulate (bad money)	5
疲れる	つかれる	to get tired, to tire	5
次	つぎ	next, stage station, stage, subsequent	5
着く	つく	arrive at, reach	5
机	つくえ	desk	5
作る	つくる	to make, create, manufacture, construct, draw up, write, compose, build, cultivate, organize, establish, make up (a face), trim (a tree), prepare (food), commit (sin)	5
勤める	つとめる	serve, fill a post, work (for), exert oneself, endeavor, be diligent, to play (the part of)	5
冷たい	つめたい	cold (to the touch), chilly, icy, freezing, coldhearted	5
強い	つよい	strong, powerful, mighty, potent	5
手	て	hand	5
出かける	でかける	depart, go out (e.g. on an excursion or outing), set out, start	5
手紙	てがみ	letter	5
出口	でぐち	exit, gateway, way out, outlet, leak, vent	5
出る	でる	appear, come forth, leave	5
天気	てんき	weather, the elements, fine weather	5
電気	でんき	electricity, (electric) light	5
電車	でんしゃ	electric train	5
電話	でんわ	telephone	5
戸	と	door (Japanese style)	5
動物	どうぶつ	animal	5
遠い	とおい	far, distant	5
十日	とおか	ten days, the tenth day of the month	5
時々	ときどき	sometimes	5
時計	とけい	watch, clock	5
所	ところ	place	5
図書館	としょかん	library	5
隣	となり	next to, next door to	5
飛ぶ	とぶ	jump, fly, leap, spring, bound, hop	5
止まる	とまる	come to a halt	5
友達	ともだち	friend	5
土曜日	どようび	Saturday	5
鳥	とり	bird, fowl, poultry	5
撮る	とる	take (a photo), make (a film)	5
取る	とる	take, pick up, harvest, earn, choose	5
中	なか	inside, middle, among	5
長い	ながい	long	5
鳴く	なく	bark, purr, chirp, make sound (animal)	5
夏	なつ	summer	5
夏休み	なつやすみ	summer vacation, summer holiday	5
七つ	ななつ	seven	5
七日	なのか	seven days, the seventh day of the month	5
名前	なまえ	name	5
習う	ならう	learn	5
並ぶ	ならぶ	line up, stand in a line	5
並べる	ならべる	line up, set up	5
二	に	two	5
肉	にく	meat	5
西	にし	west	5
日曜日	にちようび	Sunday	5
荷物	にもつ	baggage, luggage	5
庭	にわ	garden	5
脱ぐ	ぬぐ	take off clothes	5
寝る	ねる	go to bed, lie down, sleep	5
登る	のぼる	climb	5
飲み物	のみもの	drink, beverage	5
飲む	のむ	to drink	5
乗る	のる	get on, get up on, ride in, be taken in, share in, join, feel like doing, be mentioned in, be in harmony with	5
歯	は	tooth	5
灰皿	はいざら	ashtray	5
入る	はいる	enter, break into, join, enroll, contain, hold, accommodate, have (an income of)	5
葉書	はがき	postcard	5
箱	はこ	box	5
橋	はし	bridge	5
始まる	はじまる	begin	5
初めて	はじめて	for the first time	5
走る	はしる	to run	5
二十歳	はたち	20 years old, 20th year	5
働く	はたらく	work, to labor, do, to act, commit, practise, work on, come into play, be conjugated, reduce the price	5
八	はち	eight	5
二十日	はつか	twenty days, twentieth day of the month	5
鼻	はな	nose	5
花	はな	flower	5
話	はなし	talk, speech, chat, story, conversation	5
話す	はなす	speak	5
早い	はやい	early	5
速い	はやい	quick, fast, swift	5
春	はる	spring	5
晴れる	はれる	be sunny, clear away, stop raining	5
半	はん	half	5
晩	ばん	evening	5
番号	ばんごう	number, series of digits	5
晩御飯	ばんごはん	dinner, evening meal	5
半分	はんぶん	half	5
東	ひがし	east	5
引く	ひく	minus, pull, draw, play (string instr.)	5
弾く	ひく	play (piano, guitar)	5
低い	ひくい	short, low, humble, low (voice)	5
飛行機	ひこうき	airplane	5
左	ひだり	left hand side	5
人	ひと	man, person, human being, mankind, people, character, personality, true man, man of talent, adult, other people, messenger, visitor	5
一つ	ひとつ	one	5
一月	ひとつき	one month	5
一人	ひとり	one person	5
暇	ひま	free time, leisure, leave, spare time, farewell	5
百	ひゃく	100, hundred	5
病院	びょういん	hospital	5
病気	びょうき	illness, disease, sickness	5
昼	ひる	noon, daytime	5
昼御飯	ひるごはん	lunch, midday meal	5
広い	ひろい	spacious, vast, wide	5
封筒	ふうとう	envelope	5
服	ふく	clothes	5
吹く	ふく	blow (wind, etc.), emit	5
二つ	ふたつ	two	5
豚肉	ぶたにく	pork	5
二人	ふたり	two persons, two people, pair, couple	5
二日	ふつか	second day of the month, two days	5
太い	ふとい	fat, thick	5
冬	ふゆ	winter	5
降る	ふる	to precipitate, to fall (e.g. rain)	5
古い	ふるい	old (not person), aged, ancient, antiquated, stale, threadbare, outmoded, obsolete article	5
下手	へた	unskillful, poor, awkward	5
部屋	へや	room	5
辺	へん	side, part, area, vicinity	5
勉強	べんきょう	study, diligence, discount, reduction	5
便利	べんり	convenient, handy, useful	5
帽子	ぼうし	hat	5
欲しい	ほしい	wanted, wished for, in need of, desired	5
細い	ほそい	thin, slender, fine	5
本	ほん	book	5
本棚	ほんだな	bookshelves	5
毎朝	まいあさ	every morning	5
毎月	まいげつ	every month, each month, monthly	5
毎週	まいしゅう	every week	5
毎日	まいにち	every day	5
毎晩	まいばん	every night	5
前	まえ	front	5
曲る	まがる	curve, be bent, be crooked, turn	5
町	まち	town, street, road	5
待つ	まつ	wait	5
窓	まど	window	5
円い	まるい	round, circular, spherical	5
万	まん	10,000, ten thousand, myriad(s), all, everything	5
万年筆	まんねんひつ	fountain pen	5
磨く	みがく	to polish, shine, brush, refine, improve	5
右	みぎ	right hand side	5
短い	みじかい	short	5
水	みず	water	5
店	みせ	store, shop, establishment	5
見せる	みせる	to show, to display	5
道	みち	road, street, way, method	5
三つ	みっつ	three	5
皆さん	みなさん	everyone	5
南	みなみ	South, proceeding south	5
耳	みみ	ear	5
六日	むいか	six days, sixth (day of month)	5
向こう	むこう	beyond, over there, opposite direction, the other party	5
難しい	むずかしい	difficult	5
六つ	むっつ	six	5
目	め	eye, eyeball	5
眼鏡	めがね	spectacles, glasses	5
木曜日	もくようび	Thursday	5
持つ	もつ	hold, carry, possess	5
物	もの	thing, object	5
門	もん	gate	5
問題	もんだい	problem, question	5
八百屋	やおや	greengrocer	5
野菜	やさい	vegetable	5
易しい	やさしい	easy, plain, simple	5
安い	やすい	cheap, inexpensive, peaceful, quiet, gossipy, thoughtless	5
休み	やすみ	rest, recess, respite, vacation, holiday, absence, suspension	5
休む	やすむ	to rest, have a break, take a day off, be finished, be absent, retire, sleep	5
八つ	やっつ	eight	5
山	やま	mountain, pile, heap, climax, critical point	5
夕方	ゆうがた	evening	5
郵便局	ゆうびんきょく	post office	5
有名	ゆうめい	fame	5
雪	ゆき	snow	5
八日	ようか	eight days, the eighth (day of the month)	5
洋服	ようふく	Western-style clothes	5
横	よこ	beside, side, width	5
四日	よっか	fourth day of the month, four days	5
四つ	よっつ	four	5
呼ぶ	よぶ	call out, invite	5
読む	よむ	read	5
夜	よる	evening, night	5
来月	らいげつ	next month	5
来週	らいしゅう	next week	5
来年	らいねん	next year	5
留学生	りゅうがくせい	overseas student	5
両親	りょうしん	parents, both parents	5
料理	りょうり	cooking, cookery, cuisine	5
旅行	りょこう	travel, trip	5
零	れい	zero, nought	5
冷蔵庫	れいぞうこ	refrigerator	5
練習	れんしゅう	practice	5
六	ろく	six	5
若い	わかい	young	5
忘れる	わすれる	forget, leave carelessly	5
私	わたくし	I (formal), myself, private affairs	5
渡す	わたす	pass over, hand over	5
渡る	わたる	cross over, go across	5
悪い	わるい	bad, inferior	5
動く	うごく	to move, to stir, to shift, to shake, to swing, to operate, to run, to go, to work, to be touched, to be influenced, to waver, to fluctuate, to vary, to change, to be transferred	4
美しい	うつくしい	beautiful, lovely	4
行う	おこなう	to perform, to do, to conduct oneself, to carry out	4
金持ち	かねもち	rich man	4
噛む	かむ	bite, chew, gnaw	4
客	きゃく	guest, customer	4
君	くん	Mr (junior), master, boy	4
毛	け	fur, hair, wool	4
校	こう	-school, proof	4
高等学校	こうとうがっこう	senior high school	4
食事	しょくじ	meal	4
心配	しんぱい	worry, concern, anxiety, care	4
凄い	すごい	terrible, dreadful, terrific, amazing, great, wonderful, to a great extent	4
滑る	すべる	to slide, to slip, to glide	4
生活	せいかつ	living, life (one's daily existence), livelihood	4
相談	そうだん	consultation, discussion	4
中々	なかなか	very, considerably, easily, readily, by no means (neg), fairly, quite, highly, rather	4
引き出す	ひきだす	to pull out, to take out, to draw out, to withdraw	4
舟	ふね	ship, boat, watercraft, shipping, vessel, steamship	4
別	べつ	distinction, difference, different, another, particular, separate, extra, exception	4
返事	へんじ	reply, answer	4
間に合う	まにあう	to be in time (for)	4
向かう	むかう	to face, to go towards	4
連絡	れんらく	junction, communication, connection, coordination	4
割合	わりあい	rate, ratio, proportion, comparatively, contrary to expectations	4
間	あいだ	space, interval	4
浅い	あさい	shallow, superficial	4
案内	あんない	information, guidance	4
以外	いがい	except for, other than	4
運転	うんてん	operation, motion, driving	4
運動	うんどう	motion, exercise	4
遠慮	えんりょ	diffidence, restraint, reserve	4
送る	おくる	send (a thing), take or escort (a person somewhere), see off (a person), spend a period of time, live a life	4
起す	おこす	raise, cause, wake someone	4
夫	おっと	(humble) (my) husband	4
親	おや	parents	4
折る	おる	break, fold, pick (flower)	4
掛ける	かける	wear, put on, hang, cover, sit down, make a phone call, multiply, turn on (a switch), play (a record), begin to	4
固い	かたい	firm (not viscous or easily moved), stubborn, certain, solemn	4
髪	かみ	hair	4
消しゴム	けしゴム	eraser, India rubber	4
答	こたえ	answer, response	4
坂	さか	slope, hill	4
下る	さがる	hang down, abate, retire, fall, step back	4
産業	さんぎょう	industry	4
市	し	market, fair	4
支度	したく	preparation	4
市民	しみん	citizen, townspeople	4
進む	すすむ	make progress, advance, improve	4
生産	せいさん	production, manufacture	4
大体	だいたい	general, substantially, outline, main point	4
大分	だいぶ	very, many, a lot	4
楽む	たのしむ	enjoyment, pleasure	4
為	ため	for, in order to	4
足りる	たりる	be sufficient, be enough	4
付く	つく	adjoin, be attached, adhere, be connected with, be dyed, be stained, be scarred, be recorded, start (fires), follow, become allied to, accompany, study with, increase, be added to	4
都	と	metropolitan, municipal	4
特急	とっきゅう	limited express (train, faster than an express)	4
泊まる	とまる	stay at (e.g. hotel)	4
寝坊	ねぼう	sleeping in late	4
場所	ばしょ	place, location	4
花見	はなみ	cherry blossom viewing, flower viewing	4
林	はやし	woods, forest	4
光	ひかり	light	4
光る	ひかる	shine, glitter, be bright	4
味噌	みそ	miso (bean paste), key (main) point	4
森	もり	forest	4
痩せる	やせる	lose weight	4
止む	やむ	stop (e.g. rain)	4
止める	やめる	quit smoking	4
輸入	ゆにゅう	importation, import, introduction	4
冷房	れいぼう	cooling, air-conditioning	4
合う	あう	fit, suit, be correct	4
赤ん坊	あかんぼう	baby	4
空く	あく	become vacant	4
味	あじ	taste	4
明日	あす	tomorrow	4
遊び	あそび	play	4
集める	あつめる	get (things) together	4
謝る	あやまる	apologize	4
安心	あんしん	peace of mind, relief	4
安全	あんぜん	safety	4
以下	いか	~ or less than?not more than	4
医学	いがく	medical science	4
生きる	いきる	live, exist	4
意見	いけん	opinion	4
石	いし	stone	4
以上	いじょう	more than, over	4
急ぐ	いそぐ	hurry (up)	4
致す	いたす	do	4
一度	いちど	once, one time	4
一生懸命	いっしょうけんめい	as well as one can, as hard as one can	4
糸	いと	thread	4
以内	いない	within	4
田舎	いなか	the country, country side	4
祈る	いのる	pray	4
植える	うえる	plant	4
受付	うけつけ	reception	4
受ける	うける	have, take, receive	4
動く	うごく	move	4
打つ	うつ	hit, beat	4
美しい	うつくしい	beautiful	4
写す	うつす	copy, photograph	4
移る	うつる	move, change	4
腕	うで	arm	4
裏	うら	the back, the wrong side	4
売り場	うりば	selling area	4
運転手	うんてんしゅ	drive	4
枝	えだ	branch	4
選ぶ	えらぶ	choose	4
お祝い	おいわい	celebration	4
億	おく	a hundred million	4
屋上	おくじょう	the roof top	4
贈り物	おくりもの	gift	4
遅れる	おくれる	to be late	4
行う	おこなう	do, act	4
怒る	おこる	get angry	4
押し入れ	おしいれ	closet	4
お嬢さん	おじょうさん	daughter (polite)	4
お宅	おたく	your house (polite)	4
音	おと	sound	4
踊り	おどり	dancing	4
踊る	おどる	to dance	4
驚く	おどろく	to surprise	4
お祭り	おまつり	festival	4
お見舞い	おみまい	asking after (a person's health)	4
お土産	おみやげ	souvenir	4
思い出す	おもいだす	recall, remember	4
思う	おもう	think	4
表	おもて	the front	4
下りる	おりる	come down	4
お礼	おれい	courtesy	4
折れる	おれる	break, snap	4
終わり	おわり	the end	4
海岸	かいがん	sea shore	4
会議	かいぎ	meeting	4
会場	かいじょう	the place of meeting	4
会話	かいわ	conversation	4
帰り	かえり	return (noun)	4
変える	かえる	change	4
科学	かがく	science	4
鏡	かがみ	mirror	4
飾る	かざる	decorate	4
火事	かじ	fire	4
形	かたち	form, shape	4
片付ける	かたづける	tidy up	4
勝つ	かつ	to win	4
悲しい	かなしい	sad	4
必ず	かならず	certainly	4
彼女	かのじょ	she	4
壁	かべ	wall	4
通う	かよう	go to (school, work)	4
彼	かれ	he	4
彼ら	かれら	they	4
乾く	かわく	get dry	4
代わり	かわり	instead of	4
変わる	かわる	change	4
考える	かんがえる	think	4
関係	かんけい	relationship	4
看護婦	かんごふ	nurse	4
簡単	かんたん	easy, simple	4
気	き	spirit, mind	4
機会	きかい	opportunity, chance	4
危険	きけん	danger	4
聞こえる	きこえる	audible, can hear	4
汽車	きしゃ	train (locomotive)	4
技術	ぎじゅつ	technique	4
季節	きせつ	season	4
規則	きそく	regulations	4
絹	きぬ	silk	4
厳しい	きびしい	strict	4
気分	きぶん	mood	4
君	きみ	you	4
決める	きめる	decide	4
気持ち	きもち	feelings	4
着物	きもの	Japanese traditional dress	4
客	きゃく	guest	4
急	きゅう	urgent	4
急行	きゅうこう	express train	4
教育	きょういく	education	4
教会	きょうかい	church	4
競争	きょうそう	compete	4
興味	きょうみ	interest	4
近所	きんじょ	neighbor hood	4
具合	ぐあい	condition	4
空気	くうき	air	4
空港	くうこう	air port	4
草	くさ	grass	4
首	くび	neck	4
雲	くも	the clouds	4
比べる	くらべる	compare	4
暮れる	くれる	get dark	4
計画	けいかく	plan	4
経験	けいけん	experience	4
経済	けいざい	economy	4
警察	けいさつ	police	4
景色	けしき	scenery	4
下宿	げしゅく	lodge	4
決して	けっして	definitely, by no means, not at all	4
原因	げんいん	cause	4
研究	けんきゅう	study, research	4
研究室	けんきゅうしつ	study (room)	4
見物	けんぶつ	sightseeing, see, look at	4
子	こ	child	4
郊外	こうがい	suburbs	4
講義	こうぎ	lecture	4
工業	こうぎょう	industry	4
高校	こうこう	high school	4
高校生	こうこうせい	high school student	4
工場	こうじょう	factory	4
校長	こうちょう	principal	4
交通	こうつう	traffic	4
講堂	こうどう	lecture hall	4
公務員	こうむいん	public servant	4
国際	こくさい	international	4
心	こころ	mind, heart	4
故障	こしょう	breakdown	4
ご存じ	ごぞんじ	know	4
小鳥	ことり	(small) bird	4
今夜	こんや	tonight	4
細かい	こまかい	small, detailed	4
込む	こむ	be crowded	4
米	こめ	rice	4
怖い	こわい	frightening	4
壊す	こわす	break, destroy	4
壊れる	こわれる	be broken	4
今度	こんど	next time	4
最近	さいきん	recently	4
最後	さいご	last time	4
最初	さいしょ	first time	4
探す	さがす	search for, look for	4
盛ん	さかん	prosperous	4
下げる	さげる	hang, let down	4
差し上げる	さしあげる	give	4
寂しい	さびしい	lonely	4
さ来月	さらいげつ	the month after next	4
さ来週	さらいしゅう	the week after next	4
騒ぐ	さわぐ	make a noise	4
触る	さわる	touch	4
残念	ざんねん	sorry	4
字	じ	character	4
試合	しあい	game	4
仕方	しかた	method, way	4
試験	しけん	examination	4
事故	じこ	accident	4
地震	じしん	earthquake	4
時代	じだい	age, period, generation	4
下着	したぎ	underwear	4
失敗	しっぱい	failure, fail	4
辞典	じてん	dictionary	4
品物	しなもの	article, goods	4
島	しま	island	4
事務所	じむしょ	office	4
社会	しゃかい	society	4
社長	しゃちょう	president	4
自由	じゆう	freedom	4
習慣	しゅうかん	habit, custom	4
住所	じゅうしょ	address	4
柔道	じゅうどう	judo	4
十分	じゅうぶん	enough	4
出席	しゅっせき	attend	4
出発	しゅっぱつ	depart	4
趣味	しゅみ	hobby	4
準備	じゅんび	prepare	4
紹介	しょうかい	introduce	4
小学校	しょうがっこう	primary school	4
小説	しょうせつ	novel	4
招待	しょうたい	invite	4
承知	しょうち	consent, agree	4
将来	しょうらい	future	4
食料品	しょくりょうひん	foods	4
女性	じょせい	woman	4
知らせる	しらせる	let know, inform, tell	4
調べる	しらべる	investigate	4
人口	じんこう	population	4
神社	じんじゃ	Shinto shrine	4
親切	しんせつ	kind	4
新聞社	しんぶんしゃ	newspaper office	4
水泳	すいえい	swimming	4
水道	すいどう	water works	4
数学	すうがく	mathematics	4
過ぎる	すぎる	pass	4
捨てる	すてる	throw	4
砂	すな	sand	4
隅	すみ	corner	4
済む	すむ	end	4
政治	せいじ	politic	4
